conference ,title,description,company,industry
NVIDIA GTC 2020,Deep Learning in Health Care: from Voicebots to Disease Prediction [S21128],"We will focus on a few use cases where deep learning and NVIDIA GPUs help transform health care operations, automate prior authorization processes to reduce operational costs, suggest the next-best action to patients in order to help them manage their chronic conditions, and control call center volumes while increasing customer NPS scores. United Health Group receives over 30 million provider calls each year, out of which over 7 million result in call transfers. We've used a combination of deep learning models to identify the predictors of future calls and the providers likely to make them, enabling us to proactively reach out to them to prevent the incoming calls. If an incoming call is, however, detected, we use NVIDIA’s Nemo ASR / NLP framework to analyze the purpose of the call in real time and optimally route it to the appropriate agent. We'll also discuss our early successes in applying NVIDIA’s OpenSeq2Seq and Nemo frameworks to create voicebots — systems that users can interact with using voice. The quality of audio (smartphone versus phone line), domain (general versus clinical), speaker accents, and so on matter. We'll include an end-to-end overview of the tooling that we created for incremental data collection and model fine tuning on that data, along with metrics of quality and performance benchmarks. Finally, we'll cover our deep learning work on Next Best Action, where we use patients' history to predict the poly-chronic medical conditions and identify high-risk individuals. We then recommend the preventative next-best action, such as an ER visit or a hospitalization.","Julie Zhu, Distinguished Engineer/Chief Data Scientist, United Health Group, Optum Technology",Healthcare & Life Sciences
NVIDIA GTC 2020,"Deep, Self-Supervised Learning for Patient-Specific Anomaly Detection in Stereoelectroencephalography [S21962]","We'll discuss methods for accurate, real-time detection of anomalous events in medical time-series data, with particular application to stereoelectroencephalographic (SEEG) interpretation and event localization for patients with epilepsy. Previous deep learning-based approaches to detecting EEG anomalies have been plagued by high false-positive rates and inability to detect anomalous events that fall below a statically-set threshold. You'll learn the benefits of a nonparametric approach that utilizes a dynamic thresholding method for event detection, producing significant performance improvements. We'll discuss basic approaches and challenges in anomaly detection in medical time series data, limitations encountered by previous deep-learning approaches to anomaly detection, and how to apply a nonparametric dynamic thresholding procedure to improve performance and mitigate false positive results.","Anthony Costa, Director, Sinai BioDesign, Icahn School of Medicine at Mount Sinai",Healthcare & Life Sciences
NVIDIA GTC 2020,De Novo Protein Design of Epitope-Directed Inhibitors [s21348],"Protein drugs have revolutionized modern cancer therapeutics, as protein-based binders can effectively target molecules that are otherwise undruggable by small molecules. Presently, such binders are based on monoclonal antibodies, which are developed and engineered through lengthy and resource-intensive processes of iterative optimization that are empirically guided. Conversely, de novo protein design can offer a rational means for generating new binders with bespoke scaffolds, guided by physics-based computations. Here, we'll present our work on developing a purpose-built, GPU-accelerated computational pipeline for designing protein-based binders de novo. As a proof of principle, we designed proteins that target a key modulator of cancer metastasis. Our experimental characterization of only a few design candidates resulted in binders with strong binding affinities. Solving the structure of one design showed atomic-level agreement between the design model and the determined structure.","Mohammad ElGamacy, Postdoctoral Research Fellow, Friedrich Miescher Laboratory of the Max Planck Society",Healthcare & Life Sciences
NVIDIA GTC 2020,"Deploying FDA-Cleared, TRT-Powered AI Radiology Products to Improve Quality and Productivity in Clinical Radiology [S22400]","SubtlePET and SubtleMR are FDA-cleared AI software products developed by Subtle Medical that use deep learning to significantly improve the image quality and efficiency for PET-CT and MRI exams. We'll introduce how Subtle develops AI that is generalizable and seamlessly deployed in clinical settings. Join our session to:
Learn how to clinically evaluate and deploy AI software solutions at multiple hospitals and imaging centers, through Subtle’s experience of working with Stanford University, the University of California at San Francisco, Hoag hospital, U-C San Diego, Middlesex, RadNet, and others;
Understand how attention models and improved deep-learning architectures improve model performance;
Learn benefits of training algorithms on NVIDIA DGX Station and DGX-1 systems, and how it provides flexibility and efficiency from prototyping to product;
Learn how integrating with NVIDIA TensorRT can accelerate inference; SubtleMR will share there experience where turnaround time is critical, TRT provided additional speed of up to about 8.8x; and
Learn techniques to show how to show evidence of significant clinical values and financial ROI to customer hospitals and imaging centers.","Enhao Gong, Founder and CEO, Subtle Medical",Healthcare & Life Sciences
NVIDIA GTC 2020,Distributed Deep Learning for Automatic Disease Detection Systems [P22078],"Deep neural networks and other deep-learning approaches are providing diagnostic capabilities on a par with medical specialists. If deployed in the field, these DL applications and devices can help to detect health conditions early and develop preventive approaches. However, deploying such systems requires large compute infrastructure. To address the infrastructure issues, I developed a distributed cost-effective approach using edge devices and a cloud-based central hub for better predictions. To test its effectiveness, I applied it to diagnosing eye conditions using fundus images.","Ananya Gangavarapu, Student, Princeton International School of Mathematics and Science",Healthcare & Life Sciences
NVIDIA GTC 2020,Empowering Virtual Reality and Machine Learning in the Hospital [S21472],"A patient's journey through the hospital system involves long-established steps that, collectively, aim to define and provide the best treatment strategy. Two critical actors in this journey are the radiologist and the surgeon. They communicate via the patient's medical image. We'll discuss how we bring new GPU-based technologies, such as virtual reality and machine learning, to this very traditional place of work. We'll outline the degree to which these technologies have been useful in our medical collaborations, as well as how they can optimize outcomes for the patient.","Mohamed El Beheiry, Lead Developer, Institut Pasteur",Healthcare & Life Sciences
NVIDIA GTC 2020,Federated Learning for Medical Imaging: Collaborative AI without Sharing Patient Data [S21536],"While deep neural networks have shown promising results in various medical applications, they highly depend on the amount and diversity of the training data. In the context of medical imaging, this poses a major challenge because patient data needs to be protected and cannot easily be shared. The training data that is required to train a reliable and robust algorithm may not be available in a single institution due to the low incidence rate of some pathologies and limited numbers of patients. At the same time, it is often not feasible to collect and share patient data in a centralized data lake due to patient privacy concerns and regulations. Federated learning — as a collaborative machine learning paradigm — combined with an advanced privacy-preserving mechanism has the potential of solving this issue: models can be trained across several institutions without explicitly sharing patient data. When implementing and deploying a federated learning system into the real-world medical imaging ecosystem, participants can authenticate and communicate securely, and exchange model weights efficiently, enabling model training to be successful. In this talk, we present an introduction to the core concepts of federated learning and discuss the benefits as well as the unique considerations and challenges of implementing a federated-learning system in the context of health care.","Nicola Rieke, Senior Deep Learning Solution Architect - Healthcare, NVIDIA",Healthcare & Life Sciences
NVIDIA GTC 2020,Fostering a Strong Ecosystem for AI in Medical Imaging [S22631],"In order to fully leverage the possibilities that AI offers to drive higher-value health care, we need to create an effective collaboration between physicians and developers, policymakers and payers, and most importantly the patients we will serve. We'll explore ways in which those collaborations are already happening and highlight gaps and opportunities. The speaker, a practicing radiologist specializing in breast imaging, will discuss the ways in which she sees AI impacting her practice now and in the future.","Geraldine McGinty, Chief Strategy and Contracting Officer, Weill Cornell Medicine",Healthcare & Life Sciences
NVIDIA GTC 2020,Fully Automated Blood Analyzer Driving Early Detection for Leukemia Based on Cytomorphology [P22070],"The chances of leukemia survival depend on a variety of factors, including early detection and response to treatment. Cytomorphology introduces the methodology to characterize blood cell morphology to detect leukemia in the early stage. We developed a fully automated blood analyzer based on cytomorphology to count all types of different white blood cells, red blood cells, and blood platelets. The whole workflow of this system includes sample delivery, screening, segmentation, and classification. Compared with the other leading manufacturer, such as CellVision, the segmentation and classification in our system is driven by deep learning instead of pattern recognition, which lets our results achieve more than 95% accuracy based on the validation of a real dataset counted by doctors from a top hospital. It means that our system can be the first real-world health-care AI product in hematology. We'll introduce more detail about our workflow and AI technology accelerated by NVIDIA advanced GPU.","Jie Wang, AI Computing Specialist, Shanghai Jiao Tong University",Healthcare & Life Sciences
NVIDIA GTC 2020,Generating Microscopic Phase Images with Deep Learning [P22394],"This poster will present a deep-learning approach for generating microscopic phase images from brightfield images, contrasting it with current approaches. We'll highlight examples of novel techniques developed at PerkinElmer using supervised and self-supervised approaches to tackle common problems faced by classical approaches. We'll also discuss the challenges of building and testing these generative models for medical imaging and drug discovery applications.","Abdul Al-Haimi, Software Research Lead, PerkinElmer",Healthcare & Life Sciences
NVIDIA GTC 2020,GPU-Accelerated Animated Volume Rendering of Isogeometric Analysis Results [P22069],"Development of isogeometric analysis (IGA) has enabled tighter integration of engineering design and computational analysis. The core idea of IGA is to use same NURBS (Non-uniform rational B-splines) basis functions for representation of geometry in CAD and the approximation of solution fields in FEA. However, visualizing the results of volumetric IGA is compute-intensive; hence, current methods are not interactive. We developed a modified ray-casting and voxelization method for visualizing volumetric NURBS, which provides better interactive performance. This process has been highly parallelized using the GPU to produce interactive animated results in real time. We present an example of the utility of the approach in visualizing results of cardiac simulations.","Harshil Shah, Graduate Student, Iowa State University",Healthcare & Life Sciences
NVIDIA GTC 2020,GPU-Accelerated Genome Assembly: A Deep Dive into Clara Genomics Analysis SDK [S21968],"We'll present de novo genome assembly for long DNA reads using the Clara Genomics Analysis SDK and dig deep into the SDK implementation. We'll discuss the suitability of GPUs for genomics workloads and present algorithms suitable for massively parallel systems. We'll also review the challenges we faced while implementing the algorithms in CUDA, and present the solutions used in cudaAligner, cudaPoa, and cudamapper.","Andreas Hehn, Developer Technology Engineer, NVIDIA",Healthcare & Life Sciences
NVIDIA GTC 2020,"High Throughput Cryo-Electron Microscopy and Cryo-Electron Tomography Powered by GPU at the University of California, San Francisco [S21696]","As early as in 2009, GPU-based computing was introduced at the University of California, San Francisco (UCSF) to reconstruct electron tomographic volumes. Today, 10 years later, high-resolution cryo-electron microscopy (CryoEM) and cryo-electron tomography (CryoET) powered by state-of-the-art GPU technology are routinely used worldwide in structural biology. We'll present the development of GPU-based applications at UCSF to solve critical challenges in CryoEM and CryoET — namely, beam-induced motion, cryoET alignment, and deep-learning based de-noising of cryoEM low-dose images. You should be familiar with back- and forward-projections, Fourier Transforms, C++, and CUDA programming.","Shawn Zheng, Bioinformatics Specialist, Howard Hughes Medical Institute, University of California San Francisco",Healthcare & Life Sciences
NVIDIA GTC 2020,Holistic AI-Enhanced Workflows in Radiology [S21440],"We'll highlight the advantages of a holistic workflow in radiology, the opportunities and challenges of AI implementation in diagnostic workflows, and their impact on treatment decisions and patient outcomes. AI will have a tremendous impact on the way we think and work in medicine. Diseases are complex pathological processes and more than one algorithm is often needed to answer relevant medical questions. This requires a well-managed orchestration of the reporting workflow. We'll introduce the Smart Reporting platform as an innovative tool for synoptic AI-enhanced reporting, which massively improves interdisciplinary communication. Leveraging on NVIDIA Clara and GPU computing, we'll also present a novel pipeline for prostate cancer imaging, tumor detection, automatic report generation, communication of results, and improved treatment decisions.","Alvaro Sanchez, Principal Software Engineer, Smart Reporting GmbH",Healthcare & Life Sciences
NVIDIA GTC 2020,Improving Classification of Lymph Node Histopathology Patches Using Semi-Supervised Classification-GAN (SSC-GAN) [P21984],"The goal of our Semi-Supervised Classification-GAN (SSC-GAN) on histopathology images is to use generated synthetic images to aid in data augmentation and improving classification accuracy, beyond the regular classifiers such as CNNs, where access to annotated data is limited.","Aditya Mitkari, Machine Learning scientist, Onward Health",Healthcare & Life Sciences
NVIDIA GTC 2020,Improving CNN Performance with Spatial Context [S21388],"Deep learning with convolutional neural networks (CNN) is a powerful technique with wide-ranging applications. It has largely replaced traditional computer vision as the go-to method for solving image-analysis and classification problems. At its essence, however, training a CNN is an enormous global optimization problem which, like all optimizations, can fall victim to local extrema. We'll discuss ways of mitigating this issue using computer vision to add spatial context information to restrict the domain of optimization. These techniques not only speed up the training, but also improve the overall performance of the networks. We'll demonstrate results on real-world classification and segmentation problems.","Daniel Russakoff, Co-Founder and Principal Scientist, Voxeleron",Healthcare & Life Sciences
NVIDIA GTC 2020,Insight-Driven Machine Learning Design with Human Expert Collaborations [S21636],"The fundamental breakthroughs in machine learning, and the rapid advancements of the underlying deep neural network models have enabled the potential use of these systems in specialized, high stakes domains such as healthcare. However, despite this remarkable progress, the design of machine learning systems remains laborious, computationally expensive and opaque, sometimes resulting in catastrophic failures and significantly hindering their ability to work with human experts, who play critical roles in these settings. In this talk, I overview steps towards a more informed, intuitive design of machine learning systems, and methods to facilitate collaboration with human experts. I develop tools that enable the quantitative analysis of the complex hidden layers of deep neural networks, which in turn provides both fundamental insights and informs algorithms for efficiently training these systems. I demonstrate how these trained systems can be adapted to work effectively with human experts, resulting in better outcomes than either entity alone.","Maithra Raghu, Research Scientist, Google Brain",Healthcare & Life Sciences
NVIDIA GTC 2020,Machine Learning Cell Phenotypes with Immuno-Fluorescent Cancer Tissue [P22105],"Multiplexed immuno-fluorescent tissue imaging enables precise spatial assessment of protein expression in medical resection specimens. However, tissue sections are stained with a mixture of antibodies, DNA, and RNA markers. Detecting weak or broken edges due to fluorescent membrane-staining artifacts between touching or overlapping cells is a long-studied problem, and is an active research topic in biomedical image analysis. Sometimes, even humans can't visually detect these kinds of edges. We've built a GPU client-server and developed a hybrid system combining the stochastic random-reaction-seed (RRS) method and deep neural learning U-net to identify cell membranes accurately and automatically. Furthermore, we've designed a high-performance AI pipeline in quantifying spatial distribution of cell phenotypes from tissue images with various complexities.","Alvason Zhenhua Li, Postdoctoral Research Fellow, Fred Hutchinson Cancer Research Center",Healthcare & Life Sciences
NVIDIA GTC 2020,Making Radiology AI Models More Robust: Federated Learning and Other Approaches [S22037],"Learn about the key types of clinical use cases for AI methods in medical imaging and the critical challenges and progress in applying AI in these applications. We describe current challenges to creating robust AI models, such as insufficient quality labeled data and access to data. Next, we'll describe recent AI projects that tackle the challenges, including weak/observational learning and federated learning.","Daniel Rubin, Professor, Stanford University",Healthcare & Life Sciences
NVIDIA GTC 2020,Manipulating the StyleGAN Latent-Space: H&E Image Synthesis for Prostate Cancer Research [P22077],"The open-source contributions of NVIDIA research projects have been accelerating the effectiveness of generative adversarial networks since their popularization in 2014. The StyleGAN (Dec 2018) enables detailed control over the generator’s captured learnings. We explore the generator’s learned assignment of image features in the medical domain. Today, prostate cancer is one of the most common types in men. Diagnosticians examine slices of prostate tissue to analyze cancer growth and determine treatment strategies. Staining techniques provide unique lenses for diagnosis, highlighting stroma patterns, lumen areas, epithelium groupings, and nuclear areas. In our experiment, we input a dataset of H&E stained prostate tissue covering the entire spectrum of the disease. During model training, the network creates a mapping of all image features into a latent space. We aim to discover direction vectors between cancer-relevant morphological features.","Gagan Daroach, Undergraduate Researcher, Milwaukee School of Engineering",Healthcare & Life Sciences
NVIDIA GTC 2020,Medical Volume Raytracing in Virtual Reality [S22030],"Raytracing voxels in medical images is a relatively new technique that lets us see medical images in a new light. It allows for creating realistic-looking light effects, like soft shadows. Exploring medical images in virtual reality benefits because these advances make objects look more real, making it easier for a physician to interpret what they are seeing. We'll discuss the challenges with doing volume raytracing in VR, and will demonstrate a solution in CUDA involving rendering to an eye-tracked foveated/warped space. We'll discuss how we can stream this warped space from a server to a head-mounted display, and how to effectively de-noise the results for VR. We'll also show how to use the extra GPU budget that we created by foveated/warped rendering to improve visuals by including better material choices based on DL-generated label maps and define less stair-stepped implicit surfaces based on tricubic interpolation.","Jeroen Stinstra, Dev Tech Medical Imaging, NVIDIA",Healthcare & Life Sciences
NVIDIA GTC 2020,Multi-Task Learning for Sparse Sensor Body Tracking [P22340],Assistance and rehabilitation technologies built on inertial measurement unit-based human motion trackers often use a full-body sensor set. This is necessitated by the bio-mechanical model inspired by the skeleton structure. Reducing the number of sensors will make such technologies more affordable and easier to use for non-expert and unmonitored uses. We explore solutions and demonstrate that it's viable to reduce the number of sensors required for credible body segment acceleration and joint angle tracking. This is achieved by statistical learning on the reduced sensor set by developing inferences based on neural network and signal processing pipelines.,"Aditya Tewari, Machine Learning Scientist, Xsens Technologies",Healthcare & Life Sciences
NVIDIA GTC 2020,NVIDIA Quadro RTX for Healthcare - Improving Patient Outcomes [S22422],This talk covers how Quadro RTX features like real-time ray tracing and AI can reshape healthcare and the life sciences disciplines that support basic research leading to new treatment options and better patient outcomes,"CARL FLYGARE, Quadro Product Marketing Manager, PNY Technologies",Healthcare & Life Sciences
NVIDIA GTC 2020,PDGAN: An End-to-End Parkinson's Disease Data Analysis and Diagnosis System Using Deep Learning [P21110],"PDGAN is a deep-learning-powered tool capable of detecting early signs of Parkinson's disease — a prevalent disease that affects millions of people worldwide. Using MRIs, PDGAN can classify patients in the earliest stages of Parkinson's Disease with 96% accuracy. PDGAN uses a unique technique to solve the diagnosis problem, using generative adversarial networks to synthetically create MRI scans to augment the training dataset. Our poster describes the technical aspects of the dataset, the pipeline of deep-learning tools used to solve the problem, additional features that PDGAN uses that traditional deep-learning solutions don't utilize, and the benefits that each of them bring. It discusses using NVIDIA tools to solve problems that plague many machine-learning problems, including a slow training process and the lack of adequately large data using novel GAN-powered techniques.","Neeyanth Kopparapu, High School Student, Thomas Jefferson High School for Science and Technology",Healthcare & Life Sciences
NVIDIA GTC 2020,Practical Guidelines for Optimizing and Accurate Sizing of Medical Imaging Workflows [S21997],"Deep dive into the various considerations that could be critical to substantially improve existing medical imaging workflows. We'll motivate our discussions through a detailed analysis of two common medical imaging workflows: 2D classification and 3D segmentation. Our results suggest that controlling for aspects such as i/o format, selection of hyper-parameters, and mixed-precision training could all be key to maximizing hardware performance and reducing turnaround time for experiments. Furthermore, we aim to discuss other strategies, such as learning-rate warmup and scaling, effect of optimizers, scaling to multiple GPUs, and their potential effects on training throughput. We were able to show a 5x improvement for the 2D classification task through our ablation experiments. We'll use these results suggest best practices learned, and also build a sizing calculator for providing quantitative insights for hardware investments.","Anas Abidin, Solutions Architect, NVIDIA",Healthcare & Life Sciences
NVIDIA GTC 2020,Reconstruction of Under-Sampled Cartesian Data Using Deep Learning [P21927],"Magnetic resonance imaging (MRI) is a non-ionizing medical imaging modality that provides excellent contrast information about human tissues. One of the limitations of MRI is its long data-acquisition time. One way to reduce the MRI scan time is to collect less data that introduces aliasing in the resulting MR image. Dedicated MRI reconstruction algorithms can be used to remove the aliasing effects. Under-sampled Cartesian data, in conjunction with an advanced reconstruction algorithm, has been used in literature to get the aliasing-free image. We propose a convolution neural network (CNN)-based solution to reconstruct the MR image from under-sampled MRI data, thus helping to reduce the scan time. We use artifact power and signal-to-noise ratio to quantify the reconstruction quality. We compare the results to the state-of-the-art SENSE reconstruction algorithm.","Taquwa Aslam, M.S. Student, COMSATS University Islamabad, Islamabad Pakistan",Healthcare & Life Sciences
NVIDIA GTC 2020,Rethinking Impact Factor: an NLP-Driven Metric and Pipeline Using Generalized Autoregressive Pretraining on Medical Journals for Granular Knowledge [S21552],"Dramatic advances in NLP have reinvented performance on public leaderboards, such as the Stanford Question Answering Dataset and decathlon superGLUE. Nominally, approaches follow transformers-based architectures in a pretrain-finetune paradigm, with the bulk of compute in the pretrain phase. Where previous studies have elucidated finetune paradigms for recurrent neural network architectures, ours examines a multi-phase NLP paradigm for realizing expert-level domain-specific performance, specifically for the clinical task of unplanned 30-day hospital readmission. With exhaustive GPU studies and Bayesian optimization, in part with the NVIDIA Clara Train platform, we'll show that systems are only as good as what they read. From 20 top medical practice journals over the past 90 years, we determined a novel AI-impact factor for the clinical task that guides to state-of-the-art AUC of 0.74. We'll review best practices on training modern transformer-based architectures for medicine.","Leo Tam, Senior Applied Research Scientist, NVIDIA",Healthcare & Life Sciences
NVIDIA GTC 2020,Segmentation-Guided Pelvis Fracture Detection in Pelvis X-rays [P21979],"Pelvis fractures represent approximately 3% percent of all skeletal injuries and can be observed in any group of patients. Like much trauma, there is a bimodal distribution, with younger male patients involved in high-energy trauma and older female patients in minor trauma. In this work, we utilize GPU computing to process high-resolution pelvis X-ray images and segment into pelvis anatomical regions. Then, we train a binary classifier on segmented anatomical region to detect fracture.","jalaj jain, CTO, imera.ai",Healthcare & Life Sciences
NVIDIA GTC 2020,Segmentation of Organs at Risk in Chest Cavity Using 3D Deep Neural Network [P21943],"Our work considers the problem of segmentation of organs-at-risk in planning radiotherapy of lung and esophageal cancer. To solve this problem, we developed a system based on a 3D implementation of the U-Net neural network architecture with ResNet-50 encoder. One of the main problems of segmentation of 3D images is the limitation of computing power. We propose a multi-dimensional approach that effectively uses the available infrastructure for processing large image data. Overfitting due to the small size of the dataset is another important problem. We solve this using input mixup for regularization of neural networks. To train the deep-learning models, the NVIDIA TITAN X Pascal and NVIDIA Tesla V100 were compared, with and without Apex Optimization. The results demonstrate that the best performance was obtained using NVIDIA Tesla V100 16Gb with Apex Optimization.","Maksym Manko, Research Engineer, Ciklum",Healthcare & Life Sciences
NVIDIA GTC 2020,*Top 5 Poster Nominee - MolecularRNN: Generating Realistic Molecular Graphs with Optimized Properties [P22377],"We'll introduce MolecularRNN, the graph-generative model for molecular structures. Designing new molecules with a set of predefined properties is a core problem in drug discovery. There is a growing need for de-novo design methods. Our model generates diverse realistic graphs after likelihood pretraining on a big database of molecules. We perform an analysis of pretrained models on large-scale generated datasets of 1 million samples, then tune the model with a policy-gradient algorithm provided with a critic that estimates the reward for the property of interest. We see a significant distribution shift to the desired range for lipophilicity, drug-likeness, and melting point, outperforming state-of-the-art works. With the use of rejection sampling based on valency constraints, our model yields 100% validity. We'll show how invalid molecules provide a rich signal to the model through the use of structure penalties in our reinforcement learning pipeline.","Mariya Popova, Ph.D. Student, Carnegie Mellon University",Healthcare & Life Sciences
NVIDIA GTC 2020,3D Deep Learning in Function Space [s21764],"Recent advances in GPU technology and scalable algorithms have led to breakthroughs in deep learning. In particular, convolutional neural networks (CNNs) achieve state-of-the-art results in longstanding vision problems, such as image classification or object detection. However, autonomous agents that navigate and interact in our world need to reason in 3D. Unlike images in the 2D case, it is not clear how to represent 3D geometry and how to make it amenable for deep-learning techniques. We'll introduce our approach to learning 3D representations in function space. First, we'll show how this approach can represent arbitrary topologies without discretization at fixed memory cost. Then we'll extend this framework to learning to predict not only the shape of an object, but also its texture and motion. Finally, we'll show how we can scale our method to real-world scenarios using state-of-the art NVIDIA GPU technology.","Michael Niemeyer, Ph.D. Student, MPI-IS and University of Tübingen",Higher Education / Research
NVIDIA GTC 2020,Accelerated Computing Teaching Kit for University Educators: Introduction and Use Cases [S22414],"As performance and functionality requirements for computing applications rise, industry demand for new graduates familiar with accelerated computing with GPUs grows. This session introduces the newest version of the Accelerated Computing Teaching Kit: a comprehensive set of academic labs, university teaching material, and e-book for use in introductory and advanced parallel programming courses. The teaching materials start with the basics and focus on programming GPUs, and include advanced topics such as optimization, advanced architectural enhancements, and integration of a variety of programming languages. We'll present a successful course-adoption case at Iowa State University — one of many worldwide — along with student feedback. The course at Iowa State covers an introduction to parallel computing using GPUs and its application to solid modeling and CAD. As part of the course outcomes, students were able to demonstrate the use of GPU-accelerated computing in their research by working on an individual course project that uses some of the techniques taught in the class. Finally, we'll discuss brand-new teaching kit modules covering CUDA 11, multi-GPU, and the latest libraries.","Joseph Bungo, DLI Program Manager, NVIDIA",Higher Education / Research
NVIDIA GTC 2020,Accelerated Data Science in the Classroom: Teaching Analytics and Machine Learning with RAPIDS [S22417],"The demand for accelerated data-science skill sets among new graduate students grows rapidly as the computational demands for data analytics applications soar. This session introduces a novel yet reproducible approach to teaching data-science topics in a graduate data science course at the Georgia Institute of Technology, taught by Professor Polo Chau. Haekyu Park, a computer science Ph.D. student and teaching assistant of the course, will co-present key pedagogical considerations and solutions that help students learn GPU-accelerated data science and analytics using the open-source RAPIDS framework. For example, we present a hybrid, flexible approach for students to learn, where they can choose to experiment with RAPIDS using a local NVIDIA DGX-1 system, or the cloud, or both.","Polo Chau, Associate Professor, The Georgia Institute of Technology",Higher Education / Research
NVIDIA GTC 2020,Accelerated Light-Transport Simulation using Neural Networks [S21852],"Neural network-based techniques have taken many fields by storm, but until recently have seen relatively little use in the field of physically-based rendering. This has begun to change. We'll present techniques for accelerating Monte Carlo integration of light transport without introducing bias by utilizing functions learned by neural networks for variance reduction. Our techniques yield on-par or higher performance than competing machine learning-based techniques at equal sample counts and generalize beyond physically-based rendering, being applicable to other high-dimensional integration problems such as Bayesian inference and reinforcement learning.","Thomas Mueller, Senior Research Scientist, NVIDIA",Higher Education / Research
NVIDIA GTC 2020,Accelerating Large Seismic Simulation Code with PACC Framework [P21901],"The pipelined accelerator (PACC) helps lower the hurdle for implementing out-of-core stencil computation, such as large seismic simulations. However, the out-of-core applications themselves are facing data-movement bottlenecks because improvement of accelerators dwarfs that of interconnects. In this poster, we introduce temporal blocking techniques to reuse on-chip data, and propose a data-mapping scheme to eliminate data movement on the host side. The data-mapping scheme accelerates the program by 2.5x compared to previous work and by 35x compared to an OpenMP-based program. However, performance is still bound by data movement between the host and device, so we need to come up with further data-centric strategies. Moreover, the degradation in execution time of PACC code is about 25% compared to an in-core OpenACC code, which should be reduced if we can design further data-centric strategies.","Jingcheng Shen, Ph.D. Student, Osaka University",Higher Education / Research
NVIDIA GTC 2020,ALFRED: Action Learning From Realistic Environments and Directives [P22310],"ALFRED is a benchmark for learning a mapping from natural language instructions and egocentric vision to sequences of actions for household tasks. Long composition rollouts with non-reversible state changes are among the phenomena we include to shrink the gap between research benchmarks and real-world applications. ALFRED consists of expert demonstrations in interactive visual environments for 25,000 natural language directives. These directives contain both high-level goals like ""Rinse off a mug and place it in the coffee maker"" and low-level language instructions like ""Walk to the coffee maker on the right."" ALFRED tasks are more complex in terms of sequence length, action space, and language than existing vision-and-language task datasets. We show that a baseline model designed for recent embodied vision-and-language tasks performs poorly on ALFRED, suggesting that there is significant room for developing innovative grounded visual language understanding models with this benchmark.","Daniel Gordon, Ph.D. Student, University of Washington",Higher Education / Research
NVIDIA GTC 2020,Analytic Spherical Harmonic Gradients for Real-Time Rendering with Many Polygonal Area Lights [P22297],"We develop a novel analytic formula for the spatial gradients of the spherical harmonic coefficients for uniform polygonal area lights. The result is a significant generalization, involving the Reynolds transport theorem to reduce the problem to a boundary integral, for which we derive a new analytic formula, showing how to reduce a key term to an earlier recurrence for SH coefficients. The implementation requires only minor additions to existing code for SH coefficients. The results also hold implications for recent efforts on differentiable rendering. We show that SH gradients enable very sparse spatial sampling, followed by accurate Hermite interpolation. This enables scaling PRT to hundreds of area lights with minimal overhead and real-time frame rates. Moreover, the SH gradient formula is a new mathematical result that potentially enables many other graphics applications.","Lifan Wu, Ph.D. Student, University of California, San Diego",Higher Education / Research
NVIDIA GTC 2020,An Improved Immersed Boundary-Lattice Boltzmann Method for Incompressible Fluid-Flow Simulations on GPU [P21931],"We introduce the immersed boundary and the lattice Boltzmann method for fluid-solid interaction. The advantage of the lattice Boltzmann method is that it can be easily parallelized. We use a computational study to demonstrate how the immersed body discretization affects the numerical results. We introduce a modification that improves stability, and compare the performance of both methods using several benchmarks problems. These problems show how the immersed body discretization affects the numerical results, mainly the overall drag force and the permeability of the discretized body boundary. Finally, we discuss a performance analysis of different solvers for linear systems.","Pavel Eichler, Ph.D. Student, Faculty of Nuclear Sciences and Physical Engineering, Czech Technical University, Prague",Higher Education / Research
NVIDIA GTC 2020,A Reinforcement Learning Approach for Sequential Spatial Transformer Networks [s21941],"In this session, we discuss the applications of reinforcement learning (RL) for computer vision applications such as classification. We describe how we combine the idea of spatial transformer networks with RL to improve the classifiers' robustness against noise and clutter.","Fatemeh Azimi, Ph.D. Researcher, DFKI",Higher Education / Research
NVIDIA GTC 2020,Astaroth: an API for Three-dimensional Stencil Computations on GPUs [S21332],"We'll present the Astaroth library that uses multiple GPUs efficiently in 3D stencil computations. Astaroth provides a C99 API, a domain-specific language, and a compiler for translating programs written in that domain-specific language into efficient CUDA kernels. We'll show that it is possible to achieve near hand-tuned performance while still being able to describe problems using a high-level language. Astaroth meets the demands in computational sciences, where large stencils are often used to attain sufficient accuracy. Maximizing the utilization of caches is challenging, especially in computational physics, where multiple simulated fields interact with each other and should be held in caches simultaneously. Astaroth takes inspiration from graphics and image-processing pipelines and generates a pipeline optimized for processing large 3D stencils.","Johannes Pekkila, Research Assistant, Aalto University School of Science",Higher Education / Research
NVIDIA GTC 2020,Benanza: Automatic μBenchmark Generation to Compute ”Lower-bound” Latency and Inform Optimizations of Deep Learning Models on GPUs [P21858],"Current profiling tools lack the highly desired abilities to characterize ideal performance, identify sources of inefficiency, and quantify the benefits of potential optimizations. Such deficiencies have led to slow characterization/optimization cycles that can't keep up with the fast pace at which new DL models are introduced. We propose Benanza, a sustainable and extensible benchmarking and analysis design that speeds up the characterization/optimization cycle of DL models on GPUs.","Abdul Dakkak, Ph.D. Student, University of Illinois Urbana-Champaign",Higher Education / Research
