Conference,Inc,Title,Length,Keywords,Entity,Singleton
NVIDIA GTC 2020,"Leo Tam, Senior Applied Research Scientist, NVIDIA",Rethinking Impact Factor: an NLP-Driven Metric and Pipeline Using Generalized Autoregressive Pretraining on Medical Journals for Granular Knowledge [S21552],137,"clinical task,dramatic advance,reinvented performance,public leaderboards,stanford question,stanford question answering","NLP,GPU,Clara Train,AUC","architecture,nlp,study,practice,paradigm"
NVIDIA GTC 2020,"jalaj jain, CTO, imera.ai",Segmentation-Guided Pelvis Fracture Detection in Pelvis X-rays [P21979],74,"anatomical region,pelvis fracture,pelvis fracture represent,fracture represent approximately,skeletal injury,patient like,patient like much,like much trauma",GPU,observed
NVIDIA GTC 2020,"Maksym Manko, Research Engineer, Ciklum",Segmentation of Organs at Risk in Chest Cavity Using 3D Deep Neural Network [P21943],133,"nvidia tesla,nvidia tesla v100,apex optimization,neural network,work considers,planning radiotherapy","U-Net,the NVIDIA TITAN X Pascal,NVIDIA Tesla,Apex Optimization","segmentation,solve,image,using,organsatrisk,lung"
NVIDIA GTC 2020,"Mariya Popova, Ph.D. Student, Carnegie Mellon University",*Top 5 Poster Nominee - MolecularRNN: Generating Realistic Molecular Graphs with Optimized Properties [P22377],142,"well introduce,well introduce molecularrnn,graphgenerative model,molecular structure,molecular structure designing,structure designing new,designing new molecule,predefined property,drug discovery",,
NVIDIA GTC 2020,"Michael Niemeyer, Ph.D. Student, MPI-IS and University of Tabingen",3D Deep Learning in Function Space [s21764],141,"gpu technology,well show,recent advance,scalable algorithm,deep learning,particular convolutional,particular convolutional neural,convolutional neural network,neural network cnns,network cnns achieve,cnns achieve stateoftheart",GPU,image
NVIDIA GTC 2020,"Joseph Bungo, DLI Program Manager, NVIDIA",Accelerated Computing Teaching Kit for University Educators: Introduction and Use Cases [S22414],175,"accelerated computing,teaching kit,teaching material,iowa state","Iowa State University,Iowa State,CAD,GPU","course,gpus,advanced,programming,application,university,performance,functionality"
NVIDIA GTC 2020,"Polo Chau, Associate Professor, The Georgia Institute of Technology",Accelerated Data Science in the Classroom: Teaching Analytics and Machine Learning with RAPIDS [S22417],116,"data science,accelerated data science,accelerated data science skill,data science skill set,skill set among","the Georgia Institute of Technology,GPU,RAPIDS","graduate,analytics,teaching,course,using,student,rapid"
NVIDIA GTC 2020,"Thomas Mueller, Senior Research Scientist, NVIDIA",Accelerated Light-Transport Simulation using Neural Networks [S21852],87,"physicallybased rendering,neural networkbased,neural networkbased technique,taken many,taken many field,seen relatively,seen relatively little,relatively little use,ha begun",,"integration,storm,recently"
NVIDIA GTC 2020,"Jingcheng Shen, Ph.D. Student, Osaka University",Accelerating Large Seismic Simulation Code with PACC Framework [P21901],132,"datamapping scheme,data movement,datacentric strategy,pipelined accelerator,pipelined accelerator pacc,accelerator pacc help,pacc help lower",,"compared,outofcore,however"
NVIDIA GTC 2020,"Daniel Gordon, Ph.D. Student, University of Washington",ALFRED: Action Learning From Realistic Environments and Directives [P22310],142,"natural language,language instruction,coffee maker,visionandlanguage task,natural language instruction",ALFRED,"alfred,sequence,directive,benchmark,learning,mapping"
NVIDIA GTC 2020,"Lifan Wu, Ph.D. Student, University of California, San Diego",Analytic Spherical Harmonic Gradients for Real-Time Rendering with Many Polygonal Area Lights [P22297],132,"analytic formula,area light,sh coefficient,sh gradient,novel analytic,novel analytic formula,spatial gradient,spherical harmonic,spherical harmonic coefficient,uniform polygonal","SH,PRT","reduce,enables"
NVIDIA GTC 2020,"Pavel Eichler, Ph.D. Student, Faculty of Nuclear Sciences and Physical Engineering, Czech Technical University, Prague",An Improved Immersed Boundary-Lattice Boltzmann Method for Incompressible Fluid-Flow Simulations on GPU [P21931],98,"lattice boltzmann,lattice boltzmann method,immersed body,immersed body discretization,body discretization affect,numerical result,immersed boundary",Boltzmann,"introduce,performance,fluidsolid"
NVIDIA GTC 2020,"Fatemeh Azimi, Ph.D. Researcher, DFKI",A Reinforcement Learning Approach for Sequential Spatial Transformer Networks [s21941],40,"reinforcement learning,reinforcement learning rl,computer vision,computer vision application,spatial transformer,spatial transformer network,classifier robustness",,"classification,describe,combine,improve,noise"
NVIDIA GTC 2020,"Johannes Pekkila, Research Assistant, Aalto University School of Science",Astaroth: an API for Three-dimensional Stencil Computations on GPUs [S21332],120,"3d stencil,domainspecific language,well present,astaroth library,us multiple,us multiple gpus","Astaroth,C99,3D","computational,large,cache,pipeline"
NVIDIA GTC 2020,"Abdul Dakkak, Ph.D. Student, University of Illinois Urbana-Champaign",Benanza: Automatic μBenchmark Generation to Compute ”Lower-bound” Latency and Inform Optimizations of Deep Learning Models on GPUs [P21858],68,"characterizationoptimization cycle,deep learning model,current profiling,current profiling tool,profiling tool lack,highly desired,highly desired ability,characterize ideal,characterize ideal performance,ideal performance identify,performance identify source","Benanza,DL,GPUs",inefficiency
NVIDIA GTC 2020,"Joseph Bungo, DLI Program Manager, NVIDIA",Bringing AI to the Classroom: NVIDIA's Deep Learning Teaching Kit [S22357],110,"teaching kit,deep learning skill,university classroom,front line","GPU,AGH University of Science and Technology,Krakow,New York University","nvidia,professor,mathematics,preparing,material,soaring,feeding"
NVIDIA GTC 2020,"Bradley Palmer, Senior Solutions Architect, NVIDIA",Building MSOE’s GPU-Powered Infrastructure for AI Instruction and Research [s21423],78,"last september,last september milwaukee,september milwaukee school,nvidia deployed,new hybrid,new hybrid cluster,serve multiple,serve multiple ai,hpc computing,hpc computing demand,instruction student","Milwaukee School of Engineering,NVIDIA,AI,HPC,GPU",engineering
NVIDIA GTC 2020,", Universidad Rey Juan Carlos",CapsNet-Lite: A Lightweight and High Performance CapsNet Architecture [P21854],93,"capsule network,capsule network capsnet,network capsnet includes,layer composed,certain object feature,network also,network also need","CapsNet,CapsNet-Lite","accuracy,position,image,combined,combine,routing"
NVIDIA GTC 2020,"Kenia Picos, Professor, CETYS Universidad",Capsule Networks for 3D Pose Estimation in Computer Graphics [P21924],77,"pose estimation,important task,novel engineering,novel engineering application,augmented reality,augmented reality vrar,reality vrar posebased,vrar posebased video,posebased video game,video game object,game object reconstruction,object reconstruction target,reconstruction target tracking",VR/AR,
NVIDIA GTC 2020,"Chengcheng Mou, Student, University of South Florida",CheetahDB: A System for High-Throughput Database Processing on GPUs [P22073],127,"gpu database,active topic,academic research,industrial practice","GPU,DBMS,HPC,NSF,the University of South Florida,Cheetah Data Systems","dbms,performance,inmemory,challenge,software,cheetahdb"
NVIDIA GTC 2020,"Olga Kononova, Postdoctoral Scholar, University of California, Berkeley",Data Mining Pipeline for Predictive Synthesis of Advanced Materials [P22007],125,"material synthesis,inorganic material,inorganic material synthesis,solidstate synthesis,material discovery,significantly facilitated",,"mining,dataset,accelerated,highthroughput"
NVIDIA GTC 2020,"Kotaro Yamashiro, Ph.D. Student, The University Tokyo, Graduate School of Pharmaceutical Sciences",Decoding Texture Information from Rat Somatosensory Cortical Neurons Using CNN [P21855],139,surface texture,CNN,"neuron,stimulus,activity,lfps,feature,decoded,recorded,rat,decoding,somatosensory,cortex,cnn,neocortex"
NVIDIA GTC 2020,"Kwonmoo Lee, Assistant Professor, Worcester Polytechnic Institute",Deep Learning-Based Subcellular Phenotyping of Cell Edge Dynamics Reveals Fine-Grained Drug Responses [S21242],71,"well highlight,unsupervised deep,unsupervised deep learning,reveal subcellular,reveal subcellular drug,subcellular drug response,drug response hidden,live cell,live cell image,cell image well",,"autoencoder,heterogeneity"
NVIDIA GTC 2020,"Rachel Hu, Applied Scientist, Amazon Web Services",Dive into Deep Learning [T22537],134,"deep learning,nowadays deep,nowadays deep learning,world however,world however realizing,however realizing deep,realizing deep learning,deep learning present,learning present unique,present unique challenge","CNN,Python","material,theory,cnn,transforming"
NVIDIA GTC 2020,"Kristian Gregorius Hustad, Ph.D. Student, Simula Research Laboratory",Efficient Simulations of Patient-Specific Electrical Heart Activity on the DGX-2 [P22031],133,"elevated risk,developing arrhythmia,computer simulation,electrical activity",,"dgx2,heart,patient,suffered,emerging,alternative"
NVIDIA GTC 2020,"Carlos Gomez, Master's Student in Computer Science, Universidad Industrial de Santander",Exploring the Impact of Functional Package Manager Over a Non-Traditional High Performance Computing System [P21980],83,"nowadays academia,using high,using high performance,high performance computing,better way,make constructing","HPC,Nix","improve,analyze,energy,hpc,industry,installing"
NVIDIA GTC 2020,"Ting-Chun Wang, Senior Research Scientist, NVIDIA",Few-Shot Adaptive Video-to-Video Synthesis [S21142],121,"generalization capability,new subject,previously unseen,videotovideo synthesis,videotovideo synthesis vid2vid,synthesis vid2vid aim,input semantic,input semantic video",,example
NVIDIA GTC 2020,"Bastian Hagedorn, Ph.D. Student, University of Mnster",Fireiron: A Scheduling Language for High-Performance Linear Algebra on GPUs [P22298],62,"poster introduces,poster introduces fireiron,highperformance gpu,highperformance gpu implementation","Fireiron,DSL,GPU,NIVIDA,cuBLAS","dsl,compiler,allows,specification,composition,simple,reusable"
NVIDIA GTC 2020,"Margaret Linan, Computational Research Scientist, Icahn School of Medicine at Mount Sinai",GPU-Accelerated Next-Generation Sequencing Bioinformatic Pipeline [S21163],128,"pipeline acceleration,goldstandard nextgeneration,goldstandard nextgeneration sequencing,nextgeneration sequencing ng,sequencing ng bioinformatic,ng bioinformatic pipeline,bioinformatic pipeline bwa,pipeline bwa picard","NGS,BWA,PICARD,GATK,Samtools,WES,WGS,GPU","gpu,performance,cpu"
NVIDIA GTC 2020,"Takuma Yamaguchi, Ph.D. Student, University of Tokyo",Heterocomputing and Transprecision Computing in Unstructured Low-Order Finite-Element Analyses on Volta GPUs [P21857],70,"transprecision computing,performance using,performance using volta,using volta gpus,target loworder,target loworder finiteelement,loworder finiteelement analysis,core application","Volta,GPUs","bottleneck,heterocomputing"
NVIDIA GTC 2020,"Ari Rasch, Ph.D. Student, University of Mnster",High-Performance Deep-Learning Operators on NVIDIA GPUs via Multi-Dimensional Homomorphisms [P21790],133,"cuda code,deep learning operator,holistic approach,cuda code generation","Matrix Multiplication,Multi-Dimensional Homomorphisms,GPU,NVIDIA,cuBLAS,GEMM","mdhs,nvidia,performance,convolution,automatically,optimized,library"
NVIDIA GTC 2020,"Ammar Ahmad Awan, Graduate Research Assistant, Ohio State University",High Performance Distributed Deep Learning: A Beginner's Guide [S21546],141,"deep learning framework,well discus,neural network training,current wave,hpc technology","AI,HPC,TensorFlow,CNTK,PyTorch,GPU,MVAPICH2-GDR","performance,gpus,challenge,tensorflow,mvapich2gdr,advance,improve"
NVIDIA GTC 2020,"David Hardy, Senior Research Programmer, University of Illinois at Urbana-Champaign",Hybrid Molecular Mechanics: Artificial Intelligence Simulation Methods to Study Molecular Systems [S22090],137,"md engine,well present,quantum mechanical,md simulation,modern gpu","GPU,MD,NAMD,ANI,quantum mechanical","molecular,performance,coupling,namd,learningbased,using,achieve,sampling"
NVIDIA GTC 2020,"Ge Dong, Research Associate, Princeton Plasma Physics Laboratory",Implementation of Artificial Intelligence/Deep Learning Disruption Predictor into a Plasma Control System [P22517],168,"sensitivity score,nature april,nature april 2019","NATURE,Princeton's AI,NVIDIA,Volta,ITER","disruption,plasma,software,capability,indicator,future,provide,deeplearning,modern,described"
NVIDIA GTC 2020,"Jie Wang, AI Computing Specialist, Shanghai Jiao Tong University",Inference Path Optimization for Deep Reinforcement Learning on NVIDIA DGX-2 [P22339],151,"computing power,pcie bandwidth,shanghartificial intelligence jiao,shanghartificial intelligence jiao tong,jiao tong university,tong university high","the Shanghai Jiao Tong University High Performance Computing Center,PCI,GPU,Volta Multi-Process Service,NUMA","computation,gpu,dgx2,machine,school,institution"
NVIDIA GTC 2020,"Ahmad Abdelfattah, Research Scientist, University of Tennessee",MAGMA: Accelerating Linear Algebra Through Mixed-Precision and Tensor Cores [S21557],112,"mp algorithm,linear algebra,doublecomplex precision,tensor core,magma library,magma library provides,library provides several,provides several gpuaccelerated,several gpuaccelerated linear","MAGMA,GPU,Classic",
NVIDIA GTC 2020,"Kenia Picos, Professor, CETYS Universidad",MemEAPF for Mobile Robot Path Planning on Jetson Platform [P21986],114,"memeapf algorithm,artificial potential,artificial potential field,mobile robot,pathplanning problem,parallel implementation,nvidia jetson",,"membrane,evolutionary,computing,efficiently"
NVIDIA GTC 2020,"Ka-Shing Chung, Ph.D. Student, National University of Singapore",Mobile Manipulation Toward Cleaning Dining Tables [P22364],118,"service robot,human environment,generalpurpose robot,robot designed,human environment human,environment human environment,human environment naturally,environment naturally imply,naturally imply unstructured,imply unstructured environment",GPU,"developing,hence"
NVIDIA GTC 2020,"Christopher Lamb, Vice President, Compute Software, NVIDIA",Multiphysics Software Development in the Age of AI [P21687],135,"well explain,physicsinformed neural,physicsinformed neural network,neural network pinns,industrial multiphysics,industrial multiphysics problem",,"equation,pdes,solve,multiple,geometry,namely"
NVIDIA GTC 2020,"Bryant Wyatt, Math Professor, Tarleton State University",N-Body Simulation of Binary Star Mass Transfer [P21883],109,"binary system,mass transfer,observation suggest,multiplestar system,intensely studied",,"study,contactbinary,evolution,galaxy,abundance"
NVIDIA GTC 2020,"Mathias Wagner, Senior Developer Technology Engineer, NVIDIA",Overcoming Latency Barriers: Strong Scaling HPC Applications with NVSHMEM [s21673],121,"scientific advancement,hpc everincreasing,hpc everincreasing simulation,everincreasing simulation capability,success obtaining,success obtaining timely,obtaining timely result,often even,important reducing","HPC,GPU,NVSHMEM,QUDA,MILC,Chroma,InfiniBand,Summit","gpus,nvshmem,scaling,timetosolution"
NVIDIA GTC 2020,"Napath Pitaksirianan, Ph.D. Candidate, University Of South Florida",Parallel Index-Based Search Operation for Database Systems via GPUs [P21987],132,"database system,index structure,large number,query concurrently","GPUs,algorithm,GPU","characteristic,gpus,optimizing,utilization,gpu,technique,searching,handling"
NVIDIA GTC 2020,"Devin Drown, Assistant Professor, University of Alaska Fairbanks",Rapid Pathogen Genomics using Nanopore Sequencing and GPUs [P22462],74,"project employ,advanced genomics,advanced genomics method,pathogen surveillance,minion device,thirdgeneration dna","Clara Genomics Analysis SDK,GPU","used,analysis,combination,nanopore"
NVIDIA GTC 2020,"Julio Maia, Research Programmer, University Of Illinois at Urbana-Champaign",Rebalancing the Load: Profile-Guided Optimization of the NAMD Molecular Dynamics Program for Modern GPUs using Nsight Systems [s21547],131,"well show,modern gpus,nsight system,nsight compute,nanoscale molecular,nanoscale molecular dynamic,molecular dynamic program","Nanoscale Molecular Dynamics,Nsight Systems,Nsight Compute,NAMD,CPU,GPU","performance,cpu,doubled,profileguided"
NVIDIA GTC 2020,"Igor Sfiligoi, Lead Scientific Software Developer and Researcher, UC San Diego - San Diego Supercomputer Center",Running Multi-Messenger Astrophysics with IceCube Across All Available GPUs in the Cloud [S22206],153,"well report,computational experiment,globally available,globally available forsale","AWS,GCP,the IceCube Neutrino Observatory,GPGPU,IceCube,GPU","ice,gpus,simulation,icecube,neutrino,needed,natural,peak,marshaled"
NVIDIA GTC 2020,"Ruth Falconer, Head of Division, Abertay University",Runtime Analysis of Spatial Structure: A CUDA Implementation of Minkowski Functionals [P21829],94,"minkowski functionals,cuda solution,characterizing spatial,characterizing spatial structure,spatial structure inherent,3d scalar,3d scalar field,imaged data","Minkowski,CUDA","openacc,interested,simulated"
NVIDIA GTC 2020,"Polo Chau, Associate Professor, The Georgia Institute of Technology",Scaling Deep Learning Interpretability by Visualizing Activation and Attribution Summarizations [S21808],156,"neural network,well present,well present summit,interactive system","Summit,ImageNet","feature,neuron,visualization,summarizes,learned,technique,aggregation,large,image"
NVIDIA GTC 2020,"Ashvin Nair, Student, University of California, Berkeley",Self-Supervised Robot Learning from Pixels [s21921],125,"raw sensory,raw sensory input,selfsupervised practice,robot learn,robot learn manipulation,learn manipulation skill,sensory input without,input without external,without external supervision,external supervision well",algorithm,"representation,learning,policy"
NVIDIA GTC 2020,"Chun-Yi Lee, Associate Professor, National Tsing Hua University",Sim-to-Real: Virtual Guidance for Robot Navigation [P22224],134,"effective easytoimplement,lowcost modular,lowcost modular framework,completing complex,completing complex navigation,complex navigation task,proposed method",Husky,"robot,module,virtual,based,single"
NVIDIA GTC 2020,"Chen-Hsuan Lin, Ph.D. Student, Carnegie Mellon University",*Top 5 Poster Nominee - Photometric Mesh Optimization for Video-Aligned 3D Object Reconstruction [P22276],129,"object mesh,3d object mesh,object mesh reconstruction,rgb video,approach combine,multiview geometric,datadriven method,3d reconstruction",RGB,"photometric,shape,optimizing"
NVIDIA GTC 2020,"Johannes Langguth, Research Scientist, Simula Research Laboratory",Toward Detailed Organ-Scale Simulations in Cardiac Electrophysiology [P21982],58,"poster present,poster present previous,ongoing work,cardiac electrophysiology,improvement obtained,gpus furthermore",,"simulation,introduces,describes,challenge"
NVIDIA GTC 2020,"Jakub Klinkovsk, Ph.D. Student, Department of Mathematics, Faculty of Nuclear Sciences and Physical Engineering, Czech Technical University, Prague",Toward Optimal Implementation of Lattice Boltzmann CFD Simulator for Multi-GPU Clusters [P21922],94,"efficient multigpu,efficient multigpu solver,singlephase fluid,singlephase fluid flow,fluid flow based,lattice boltzmann,lattice boltzmann method","GPU,LBM,HPC","lbm,gpus,available,general"
NVIDIA GTC 2020,"Laura Morgenstern, Ph.D. Student, Computer Science, Jlich Supercomputing Centre",Uniform Tasking on GPUs and CPUs: Task Queues Reloaded [P21938],132,"task queue,tasking framework,gpu programming,poster cover","GPU,C++","optimization,gpus,performance,thread,difference,provide,cuda,finegrained"
NVIDIA GTC 2020,"Konstantin Cvetanov, Senior Solution Architect, NVIDIA",Virtual GPU Computing for HPC: Improving System Utilization Through GPU Virtualization [S21827],55,"well discus,well discus clemson,discus clemson university,clemson university early,university early experience,nvidia vcomputeserver,high performance,high performance computing,performance computing infrastructure,gpu resource,gpu resource well","Clemson University's,NVIDIA,GPU,Metamoto,the Open Connected Autonomous Vehicle,HPC","applying,maximize,investment"
NVIDIA GTC 2020,"Tariq Saeed, Engineer, Arup",Affordable Modeling of Complex Extreme Events in the Built Environment Using GPU-accelerated CFD [S21373],96,"well explain,making progress,resolving speed,resolving speed accuracy,cost challenge,cfd algorithmic,cfd algorithmic advance","CFD,GPU","zenotech,using,arup,exemplified,zcfd"
NVIDIA GTC 2020,"Gyebong Jang, Ph.D. Candidate, Yonsei University",Anomaly Detection of Diesel Engine Using Deep Learning with Xavier [s21394],67,"machinelearning algorithm,embedded board,anomalydetection machinelearning,anomalydetection machinelearning algorithm,easily applied,real machine","NVIDIA,Xavier","using,nvidias,xavier,equipment,developed"
NVIDIA GTC 2020,"Mohamed Wahib, Senior Researcher, AIST-Tokyo Tech Real World Big-Data Computation Open Innovation Laboratory, National Institute of Advanced Industrial Science and Technology",A Software Systolic Array on GPUs [P22277],144,"systolic array,versatile highperformance,versatile highperformance execution,highperformance execution model,execution model inspired","CUDA,HPC,algorithm,NVIDIA,NPP","gpus,cuda,stencil,convolution,implementation,kernel,propose,memorybound"
NVIDIA GTC 2020,"Sarah Mokhtar, Computational Designer, Kohn Pedersen Fox Associates",Designing Better Cities with Deep Learning and Performance Simulation [S21493],133,"well present,conditional generative,conditional generative adversarial,generative adversarial network,architectural design,architectural design process,realtime performance,realtime performance analytics,wind flow,internal daylight",,architecture
NVIDIA GTC 2020,"Dace Campbell, Director of Product Management in Construction, McKinstry",Drones Machetes Fire and VR: 21st-Century Tools for Social and Sustainable Impact [s21515],122,"immersive experience,well describe,compare workflow,compare workflow developed,kosrae micronesia","Kosrae,Micronesia,Vorovoro,Fiji","indigenous,technology,climate,remote,community,developing,vorovoro"
NVIDIA GTC 2020,"Carlos Cristerna, Principal, RadLab Director, Neoscape",GPU Rendering for Architectural Visualization [S21657],85,"created architectural,created architectural visualization,two decade,also waited,also waited day,cpu render,cpu render farm,biggest pain,biggest pain point","NVIDIA,GPU,Chaos,Epic Games","neoscape,gpu,technology,rendering,rtx"
NVIDIA GTC 2020,"Peng Chen, Ph.D. Student, Tokyo Institute of Technology",High-Resolution Image Reconstruction on Supercomputers [P21724],105,"image reconstruction,distributed framework,computed tomography,computed tomography ct,widely used,widely used technology","CT,GPU,MPI","propose,gpus,respectively,communication,requires"
NVIDIA GTC 2020,"Tom Bossow, VDC Coordinator, Mortenson Construction",Immersive Reality Improving the Construction Industry [S22168],83,"care center,health care industry,continually looking,doctor nurse,patient view,patient view hospital,care center throughout",ROI,"mockups,improve,country,primary"
NVIDIA GTC 2020,"Alexander Soklev, V-Ray GPU Team Lead, Chaos Group",Latest Advancements for Production Rendering with V-Ray GPU and Real-Time Raytracing with Project Lavina [S22197],27,"well cover,latest improvement,vray gpu,outofcore rendering,rtx support,realtime raytracing,project lavina","DXR,Project Lavina","optix,dxr"
NVIDIA GTC 2020,"Andreas Dietrich, Senior Software Developer, ESI Group",Leveraging OptiX 7 for High-Performance Multi-GPU Raytracing on Head-Mounted Displays [S21425],123,"nvidia recently,nvidia recently introduced,recently introduced optix,provides lowlevel,provides lowlevel access,rtx technology,raytracing rt,raytracing rt core,turing architecture","RTX,GPU,ESI,Helios",demonstrate
NVIDIA GTC 2020,"Takuma Yamaguchi, Ph.D. Student, University of Tokyo",Low-Cost OpenACC Porting of Matrix Solver with FP21-FP32-FP64 Computing: an Earthquake Application [P21886],83,"gpu porting,practical application,fp21fp32fp64 mixedprecision,fp21fp32fp64 mixedprecision computing,mixedprecision computing fp21,custom 21bit,custom 21bit floatingpoint","GPU,CPU","solver,cpubased,openacc,useful"
NVIDIA GTC 2020,"Bryant Wyatt, Math Professor, Tarleton State University",N-body Adaptive Optimization of Lattice Towers [P21881],163,"power transmission,power transmission tower,united state,united state alone,dilemma central,cost optimization,crosssectional area",the United States,"beam,heavily,proportional,thicker"
NVIDIA GTC 2020,"Rosalie Martin, Senior Software Engineer, Adobe",PBR Material Creation from a Single Picture in Substance Alchemist [S22194],59,"substance alchemist,first aipowered,first aipowered delighter,gtc 2019,substance alchemist wa,alchemist wa released,adobe max,nov 2019,nov 2019 well","RTX Tensor Cores,Substance",presenting
NVIDIA GTC 2020,"Jeroen Stinstra, Dev Tech Medical Imaging, NVIDIA",Ray-Traced Virtual Reality in Omniverse [S22029],137,"ray tracing,well discus,eyetracked foveation,new platform,new platform developed,share scene",,"viewer,quality,rendering,performance,strategy,ominverse,different"
NVIDIA GTC 2020,"Pascal Gautron, Senior Developer Technology Engineer, NVIDIA",Real-Time Ray-Traced Ambient Occlusion of Complex Scenes using Spatial Hashing [S22170],123,"ambient occlusion,effective way,approximate global,approximate global illumination,realtime rendering",CAD,"using,technique,noise,essence,surroundings,darker"
NVIDIA GTC 2020,"Chong Yu, Senior Architect, NVIDIA",Semi-Supervised Three-Dimensional Reconstruction with Generative Adversarial Networks [P21908],142,"3d reconstruction,3d model,existing method,3d reconstruction often,reconstruction often produce,often produce hole,produce hole distortion,obscured part,reconstructed 3d","3D,GAN","ss3dgan,observation,gan"
NVIDIA GTC 2020,"Orestis Zachariadis, Ph.D. Candidate, University of Cordoba",Tensor Core Accelerated Sparse GEMM [P21866],77,"matrix multiplication,tensor core,sparse matrix,sparse matrix multiplication,important tool,many scientific,many scientific application,scientific application like,application like graph,like graph analytics","CUSP,cuSPARSE",
NVIDIA GTC 2020,"Stephen Phillips, CTO, Theia Interactive",Virtual Reality's Continued Impact in the World of AEC [s22129],80,"virtual reality,long ago,every enterprise,every enterprise company,rd team,rd team trying,video game technology,game technology could,visualization need,pilot project","Theia Interactive,AEC,Unreal Engine","seemed,decide,used"
NVIDIA GTC 2020,"Osamu Ito, Assistant Chief Engineer, Honda R&D",A Study of Pedestrian Protection CAE Using GAN [S21438],124,"pedestrianprotection performance,world health,world health organization,270000 pedestrian,270000 pedestrian involved,traffic fatal","the World Health Organization,New Car Assessment Program,NCAP,CAE","cae,fatality,reduce,improve,according"
NVIDIA GTC 2020,"Le An, Senior Deep Learning Software Engineer Autonomous Vehicles, NVIDIA",Automating DNN Design for DRIVE AGX: Platform-Aware Neural Architecture Search [S21666],130,"neural network,year wide,year wide application,deep neural,neural network,neural network neural network,significant progress","VGG,NAS,optimal,NVIDIA","dnns,become,using,architecture,contributed"
NVIDIA GTC 2020,"Chanyoung Chung, Researcher, KAIST (Korea Advanced Institute of Science and Technology)",Beyond-Line-of-Sight (BLOS) Perception System for Autonomous Vehicles [P21842],72,"perception system,onboard sensor,recently autonomous,recently autonomous vehicle,autonomous vehicle perception,vehicle perception system,perception system show,system show great,show great performance",,technology
NVIDIA GTC 2020,"Mimura Tomohiro, Software Engineer, NTT DOCOMO, INC.",Bike-Share Demand Prediction from Partial Future data Using Conditional Variational AutoEncoders [P21739],120,"bike demand,variational autoencoders,recently bikesharing,recently bikesharing service,working worldwide,working worldwide one,worldwide one important,one important aspect","Variational AutoEncoders,Conditional Variational AutoEncoders,Partial Future","bikeport,bikeshare,rebalance"
NVIDIA GTC 2020,"Michael Nikelsky, Senior Principal Engineer, Autodesk",Bringing the Autodesk VRED Raytracer to the GPU [s21344],54,"autodesk vred,autodesk vred help,vred help designer,engineer create,engineer create product,create product presentation,product presentation design,presentation design review,virtual prototype,virtual prototype using","VRED,GPU",nvidia
NVIDIA GTC 2020,"Ziv Binyamini, CEO, Foretellix",Coverage-Driven Verification for Ensuring AV and ADAS Safety [S22183],147,"hazardous edge,hazardous edge case,main evolution,autonomous vehicle,autonomous vehicle industry,vehicle industry ha,industry ha seen,last couple,many company",,"verification,reached"
NVIDIA GTC 2020,"Winston Hsu, Professor, National Taiwan University",Deep Learning for 3D Vision (Point Clouds) [S21112],147,"point cloud,emerging application,learning algorithm,3d sensor,core problem,3d point,3d point cloud,broad range,autonomous driving,autonomous driving robot","VR/AR,lidar,RGB-D,3D,voxel,ScanNet,KITTI","example,camera"
NVIDIA GTC 2020,"Julian Bock, Manager Artificial Intelligence, fka GmbH",Drones as a Tool for Development and Safety Validation of Automated Driving Functions [P21913],136,"road user,automated driving,automated driving heavily,driving heavily relies,datadriven method,datadriven method large",Germany,"roaduser,using,trajectory,drone,recording,naturalistic,intersection,dataset"
NVIDIA GTC 2020,"Deepti Mahajan, Machine Learning Research Engineer, Ford Motor Company",Eliminating Hidden Bias in Autonomy and Beyond [S22701],95,"speaker deepti,speaker deepti mahajan,deepti mahajan machine,mahajan machine learning,machine learning engineer,learning engineer ford,engineer ford greenfield,ford greenfield lab,daytoday life,standards followed,industry regulation",Ford,
NVIDIA GTC 2020,"Hyunki Seong, Master's Student, KAIST","End-to-End Learning with Combined ""Real-World"" and ""Sim-World"" Datasets [P22060]",90,"endtoend learning,training endtoend,training endtoend learning,self driving,self driving requires,driving requires large,diverse data,also simulation,also simulation therefore","KIAPI,Korea","kiapi,using,datasets"
NVIDIA GTC 2020,"Nikita Jaipuria, Research Scientist, Computer Vision & Machine Learning, Ford Motor Company",Generating Diverse and Photorealistic Synthetic Data for Real-World Perception Tasks [S21321],131,"simulated image,receptive field,well cover,two related,two related topic,related topic first,topic first leveraging,first leveraging generative,leveraging generative adversarial",,"translation,discriminator,realworld"
NVIDIA GTC 2020,"Kazuyuki Miyazawa, AI Research Engineer, DeNA Co., Ltd.",Geolocation of Traffic Lights and Signs Using Dashcam: Toward Low-Cost Map Maintenance [P21912],125,"dashcam video,hd map,autonomous driving,autonomous driving need,current real,current real world,quite costly,employ many,employ many worker",the Global Navigation Satellite System,"maintained,possible,timeconsuming"
NVIDIA GTC 2020,"Andy Park, Senior System Software Engineer, NVIDIA",GPU-Accelerated Data Pipeline and Machine Learning on DRIVE AGX using RAPIDS [S21665],140,"extended capability,drive agx,drive agx platform,data science,application workload","NVIDIA,RAPIDS","analytics,rapid,demonstrating,include,pipeline,driving,gpus,driver"
